task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,36.0726432800293,,,,
1,47.12094497680664,65.57196807861328,,,
2,53.5339241027832,76.9726333618164,43.61895751953125,,
3,56.05687713623047,76.90846252441406,59.1632080078125,44.25970458984375,
4,59.24354934692383,82.44168853759766,63.521759033203125,49.85092544555664,30.171281814575195
