task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,40.23271560668945,,,,
1,51.900638580322266,53.07175064086914,,,
2,57.6257438659668,64.04290771484375,45.429378509521484,,
3,68.23137664794922,82.86691284179688,64.03544616699219,48.151466369628906,
4,74.43498992919922,94.79182434082031,81.17929077148438,74.49757385253906,30.37213706970215
