task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,48.3986930847168,,,,
1,56.391632080078125,57.5844612121582,,,
2,60.339759826660156,66.6498031616211,49.83198547363281,,
3,67.09732818603516,68.46119689941406,59.34781265258789,39.05586624145508,
4,71.11333465576172,77.9150390625,71.54277801513672,54.15681838989258,33.080570220947266
