task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,36.0726432800293,,,,
1,47.55647659301758,51.454044342041016,,,
2,50.08098602294922,62.3002815246582,42.90459442138672,,
3,51.47420120239258,66.2361068725586,52.461708068847656,38.52494430541992,
4,57.348045349121094,74.43009185791016,65.24410247802734,49.78947830200195,29.891887664794922
