task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,40.23271560668945,,,,
1,43.917423248291016,58.5153923034668,,,
2,48.15113067626953,66.19575500488281,50.908660888671875,,
3,57.28258514404297,65.70551300048828,66.45897674560547,46.51909637451172,
4,57.097198486328125,67.70693969726562,73.1944580078125,54.45968246459961,29.98050308227539
