task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,40.23271560668945,,,,
1,51.520626068115234,51.384281158447266,,,
2,63.732872009277344,61.19282150268555,48.279056549072266,,
3,72.82023620605469,63.58452606201172,53.29303741455078,38.60832214355469,
4,73.2459716796875,65.450439453125,60.9976921081543,45.08152389526367,32.685359954833984
