task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,14.32666015625,,,,
1,15.887757301330566,13.026992797851562,,,
2,16.128267288208008,13.127731323242188,12.530831336975098,,
3,18.395679473876953,15.679057121276855,13.64639949798584,13.720996856689453,
4,17.329875946044922,16.215044021606445,14.230086326599121,14.324217796325684,13.209153175354004
