task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,48.3986930847168,,,,
1,59.54977035522461,48.665626525878906,,,
2,61.047584533691406,56.644287109375,52.84096908569336,,
3,65.3161849975586,66.59349822998047,62.728919982910156,37.97010803222656,
4,72.76713562011719,75.99097442626953,73.64193725585938,48.813533782958984,31.877891540527344
