task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,14.55163288116455,,,,
1,15.285661697387695,12.271611213684082,,,
2,19.99628257751465,16.52782440185547,15.434768676757812,,
3,30.552881240844727,21.866470336914062,25.382484436035156,15.9213228225708,
4,26.420516967773438,24.510643005371094,23.453157424926758,16.81148910522461,13.597518920898438
