task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,17.118366241455078,,,,
1,13.852176666259766,14.059419631958008,,,
2,13.644149780273438,15.234479904174805,13.559049606323242,,
3,14.26187801361084,15.998879432678223,14.915656089782715,12.756523132324219,
4,16.30238914489746,22.61737060546875,26.115345001220703,21.597511291503906,18.774892807006836
