task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,14.32666015625,,,,
1,12.661352157592773,12.064915657043457,,,
2,14.801955223083496,15.48614501953125,14.588451385498047,,
3,14.748600959777832,14.437371253967285,15.724164009094238,15.199037551879883,
4,14.756866455078125,14.968095779418945,16.320322036743164,14.924749374389648,13.441817283630371
