task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,36.0726432800293,,,,
1,40.408172607421875,46.6641960144043,,,
2,43.67919921875,57.60022735595703,52.94595718383789,,
3,44.83420181274414,62.930728912353516,64.56956481933594,39.35273742675781,
4,49.91309356689453,69.28386688232422,72.76487731933594,46.77574157714844,30.447559356689453
