task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,14.32666015625,,,,
1,14.337971687316895,11.928777694702148,,,
2,15.239594459533691,14.11428165435791,13.760685920715332,,
3,17.87143898010254,18.8839111328125,18.74941635131836,14.341238975524902,
4,19.162500381469727,23.10915184020996,24.58490753173828,18.8469295501709,14.206650733947754
