task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,17.118366241455078,,,,
1,28.460065841674805,15.889300346374512,,,
2,21.493961334228516,15.869233131408691,15.684584617614746,,
3,22.185638427734375,14.939495086669922,19.474193572998047,13.413296699523926,
4,23.32874870300293,15.891108512878418,20.622730255126953,15.80264949798584,13.242521286010742
