task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,17.118366241455078,,,,
1,20.203845977783203,12.53856372833252,,,
2,18.926267623901367,14.110696792602539,14.437594413757324,,
3,18.24524688720703,14.936959266662598,15.97706413269043,13.784322738647461,
4,16.70067596435547,16.000795364379883,18.58944320678711,16.054840087890625,13.598403930664062
