task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,14.32666015625,,,,
1,13.624924659729004,12.69711971282959,,,
2,14.096687316894531,15.68946647644043,13.366312980651855,,
3,14.733846664428711,20.69447135925293,16.26465606689453,12.515570640563965,
4,14.482626914978027,18.729589462280273,16.79590606689453,13.579599380493164,14.401532173156738
