task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,36.0726432800293,,,,
1,39.58789825439453,51.103050231933594,,,
2,41.50193786621094,54.04313659667969,44.66844940185547,,
3,43.9985466003418,61.654109954833984,54.561256408691406,39.02415084838867,
4,46.86477279663086,69.4127426147461,62.78044509887695,46.32990646362305,31.052885055541992
