task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,14.55163288116455,,,,
1,15.630424499511719,13.46470832824707,,,
2,15.367047309875488,13.869556427001953,13.896055221557617,,
3,16.990352630615234,15.91970157623291,15.789243698120117,14.620413780212402,
4,18.43440818786621,22.703149795532227,20.38865852355957,19.68016242980957,16.337188720703125
