task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,14.55163288116455,,,,
1,16.584218978881836,12.901183128356934,,,
2,16.40067481994629,17.144073486328125,13.200273513793945,,
3,26.6929931640625,17.221851348876953,14.89353084564209,13.987832069396973,
4,28.913774490356445,18.355426788330078,17.235206604003906,15.575193405151367,14.533493041992188
