task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,14.55163288116455,,,,
1,17.69561195373535,13.70761775970459,,,
2,19.65279769897461,17.301315307617188,15.026755332946777,,
3,21.477441787719727,17.89513397216797,17.188570022583008,13.429892539978027,
4,29.034671783447266,18.569313049316406,19.061960220336914,15.52099895477295,13.431464195251465
