task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,36.0726432800293,,,,
1,40.262786865234375,55.57032775878906,,,
2,47.10228729248047,61.66920471191406,46.18025588989258,,
3,50.39818572998047,67.86837768554688,58.38322067260742,37.84951400756836,
4,49.29153060913086,67.43570709228516,60.4691047668457,44.13760757446289,27.60140609741211
