task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,40.23271560668945,,,,
1,38.617347717285156,46.549468994140625,,,
2,45.42633819580078,60.514591217041016,49.11410140991211,,
3,49.749046325683594,62.97166061401367,55.3626823425293,35.188899993896484,
4,56.889652252197266,69.9502944946289,63.72700881958008,45.36374282836914,36.88788986206055
