task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,48.3986930847168,,,,
1,51.491607666015625,53.95454406738281,,,
2,59.97544860839844,62.22628402709961,42.6549186706543,,
3,67.48019409179688,68.16534423828125,54.79010772705078,39.605674743652344,
4,69.37904357910156,74.23201751708984,75.11699676513672,62.359867095947266,32.02915954589844
