task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,40.23271560668945,,,,
1,45.95043182373047,49.505069732666016,,,
2,45.649085998535156,60.54110336303711,44.1173210144043,,
3,44.882198333740234,72.2110595703125,58.17136001586914,40.279422760009766,
4,45.880104064941406,76.59247589111328,67.72557830810547,53.64796829223633,34.9604377746582
