task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,17.118366241455078,,,,
1,16.347591400146484,11.916385650634766,,,
2,14.843732833862305,13.317168235778809,13.635395050048828,,
3,13.935237884521484,15.029317855834961,15.265584945678711,13.171283721923828,
4,14.533576011657715,17.42092514038086,21.66031265258789,17.05620574951172,15.132620811462402
