task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,14.55163288116455,,,,
1,19.063152313232422,13.9951753616333,,,
2,23.476469039916992,16.501590728759766,14.764178276062012,,
3,25.42293357849121,16.533098220825195,15.877535820007324,12.742496490478516,
4,26.206836700439453,17.596643447875977,16.925012588500977,14.756270408630371,14.721953392028809
