task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,17.118366241455078,,,,
1,22.960847854614258,13.021271705627441,,,
2,18.778961181640625,14.863970756530762,13.732010841369629,,
3,20.042911529541016,16.98192596435547,15.299196243286133,13.257576942443848,
4,18.494552612304688,18.597347259521484,17.886566162109375,15.600095748901367,14.435867309570312
