task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,37.93767166137695,,,,
1,255.91323852539062,63.667545318603516,,,
2,149.3948211669922,93.66517639160156,62.08723068237305,,
3,218.92796325683594,78.79363250732422,103.69623565673828,57.543277740478516,
4,108.0556640625,142.6552734375,155.92584228515625,164.44410705566406,43.384002685546875
