task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,39.233280181884766,,,,
1,217.3158721923828,51.71342086791992,,,
2,229.51002502441406,86.47162628173828,45.910301208496094,,
3,219.31460571289062,86.01631927490234,82.86347961425781,43.48759078979492,
4,161.9785919189453,136.81259155273438,141.9568634033203,154.4274139404297,30.68506622314453
