task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,37.93767166137695,,,,
1,166.2920379638672,55.161258697509766,,,
2,171.31947326660156,93.21282196044922,44.42890167236328,,
3,185.85003662109375,87.63642883300781,100.07693481445312,41.83176040649414,
4,80.87970733642578,118.31376647949219,137.9268035888672,137.93035888671875,26.77050018310547
