task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,35.717098236083984,,,,
1,42.92461013793945,59.4810676574707,,,
2,53.673736572265625,79.73719024658203,73.35762786865234,,
3,65.78215789794922,110.64070892333984,98.99043273925781,63.828529357910156,
4,67.3738784790039,101.2780990600586,98.32880401611328,71.383056640625,52.58082580566406
