task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,14.679868698120117,,,,
1,15.79808235168457,14.719297409057617,,,
2,17.174345016479492,17.431795120239258,13.833569526672363,,
3,17.927295684814453,19.688316345214844,17.26163101196289,15.508683204650879,
4,17.847700119018555,21.518842697143555,18.560041427612305,17.712236404418945,14.373124122619629
