task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,12.277873992919922,,,,
1,111.76863861083984,14.482486724853516,,,
2,135.83383178710938,90.287109375,21.25262451171875,,
3,121.2178955078125,63.22018051147461,64.07875061035156,18.34485626220703,
4,151.56089782714844,118.23802947998047,115.14187622070312,86.1987533569336,20.531747817993164
