task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,14.679868698120117,,,,
1,15.233112335205078,19.610904693603516,,,
2,16.304489135742188,22.73914337158203,17.791847229003906,,
3,19.223201751708984,57.872047424316406,20.749862670898438,18.46186065673828,
4,22.196937561035156,69.64049530029297,24.589101791381836,22.363500595092773,18.66187286376953
