task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,23.17668342590332,,,,
1,101.19662475585938,18.722400665283203,,,
2,140.92433166503906,84.54204559326172,17.16682243347168,,
3,130.41539001464844,79.52352905273438,62.85001754760742,20.564067840576172,
4,145.7506866455078,104.75667572021484,102.10009765625,96.38671875,24.98929214477539
