task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,12.277873992919922,,,,
1,144.73193359375,12.611714363098145,,,
2,158.6488800048828,153.33892822265625,16.91179656982422,,
3,124.52364349365234,135.74671936035156,70.09187316894531,12.879603385925293,
4,160.03662109375,106.90830993652344,110.8771743774414,82.64237213134766,14.243396759033203
