task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,14.679868698120117,,,,
1,143.6257781982422,15.766170501708984,,,
2,184.60922241210938,104.49417877197266,12.988426208496094,,
3,197.46188354492188,123.18811798095703,55.79740905761719,14.163028717041016,
4,184.15257263183594,118.94689178466797,95.6813735961914,101.50678253173828,15.817049026489258
