task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,37.93767166137695,,,,
1,40.79536437988281,50.318965911865234,,,
2,48.885398864746094,60.94659423828125,49.00898361206055,,
3,51.67929458618164,64.60266876220703,55.52363967895508,39.604347229003906,
4,59.57320022583008,71.11125183105469,66.67648315429688,58.15144348144531,30.572607040405273
