task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,35.717098236083984,,,,
1,227.2180938720703,65.2353744506836,,,
2,223.79391479492188,81.47437286376953,68.61589813232422,,
3,215.7206573486328,90.79771423339844,96.54557037353516,61.7340202331543,
4,203.81008911132812,129.54405212402344,141.70016479492188,162.9356231689453,50.85493087768555
