task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,39.233280181884766,,,,
1,237.74588012695312,62.23677062988281,,,
2,235.99252319335938,81.03150177001953,54.496585845947266,,
3,229.68783569335938,81.8214340209961,74.00006866455078,60.60868835449219,
4,134.18032836914062,133.39910888671875,153.79344177246094,154.5183563232422,49.188541412353516
