task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,39.233280181884766,,,,
1,55.02284240722656,62.951698303222656,,,
2,53.57646560668945,60.09392547607422,53.946292877197266,,
3,62.3264045715332,70.60148620605469,78.93063354492188,56.562400817871094,
4,68.09579467773438,74.57969665527344,81.70458221435547,77.15585327148438,36.29391860961914
