task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,37.93767166137695,,,,
1,41.46834182739258,62.63900375366211,,,
2,47.18136215209961,75.95082092285156,64.43329620361328,,
3,49.68031311035156,73.0565414428711,73.65431213378906,54.9653205871582,
4,55.20310974121094,81.7483139038086,82.8199462890625,74.56974792480469,42.1088981628418
