task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,35.717098236083984,,,,
1,41.66058349609375,54.108428955078125,,,
2,45.30791091918945,65.77721405029297,48.657196044921875,,
3,48.39176559448242,69.55256652832031,52.83053207397461,41.14703369140625,
4,45.408477783203125,71.3082046508789,56.31251525878906,45.92285919189453,33.07475662231445
