task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,12.277873992919922,,,,
1,15.371024131774902,15.066336631774902,,,
2,15.489105224609375,19.90899658203125,16.900819778442383,,
3,17.880863189697266,24.57875633239746,22.618793487548828,16.123193740844727,
4,17.972442626953125,21.86709213256836,21.452110290527344,16.279272079467773,14.979533195495605
