task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,12.277873992919922,,,,
1,13.06716251373291,14.65261459350586,,,
2,14.056198120117188,17.374231338500977,18.955904006958008,,
3,15.346417427062988,24.50084114074707,24.35797691345215,26.45826530456543,
4,17.438016891479492,28.590545654296875,31.6932373046875,41.73785400390625,19.90544891357422
