task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,39.233280181884766,,,,
1,40.93472671508789,52.966819763183594,,,
2,42.23710632324219,59.462581634521484,44.839500427246094,,
3,46.51825714111328,54.9807243347168,55.625492095947266,51.83525848388672,
4,46.10390853881836,58.9898681640625,55.69762420654297,53.26643371582031,28.484603881835938
