task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,35.717098236083984,,,,
1,231.21397399902344,53.46312713623047,,,
2,260.31353759765625,121.1601333618164,52.221168518066406,,
3,250.05543518066406,95.67110443115234,66.1371841430664,37.69160461425781,
4,192.0166473388672,149.73353576660156,145.64662170410156,142.19459533691406,42.271060943603516
