task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,39.233280181884766,,,,
1,47.95075607299805,63.06296920776367,,,
2,55.71295166015625,69.94076538085938,56.98812484741211,,
3,71.67049407958984,75.83657836914062,69.49095916748047,65.97689056396484,
4,77.56395721435547,80.91698455810547,75.17605590820312,79.42790222167969,47.85242462158203
