task_id,fid-task0,fid-task1,fid-task2,fid-task3,fid-task4
0,14.679868698120117,,,,
1,172.58285522460938,14.889524459838867,,,
2,161.82618713378906,54.001251220703125,17.938390731811523,,
3,190.77659606933594,63.297157287597656,56.82841491699219,16.086593627929688,
4,177.89971923828125,110.22122192382812,107.28286743164062,119.20332336425781,18.451749801635742
